MSA_word,count_MSA
الأمر؟,8
طوال,8
سأعود,8
وأحيانا,8
الأدوات,8
بد,8
أجد,8
من؟,8
أنكم,8
الأرقام,8
ستفعل؟,8
الحصول,8
أسابيع,8
أذكر,8
رأيتها,8
أستفيد,8
فأنا,8
أحول,8
أصنع,8
وسأكون,8
تزال,8
أهله,8
ولن,8
ظهرت,8
لأكثر,8
المفلسين,8
تشعر,8
الأعلى,8
وضعناه,8
معظم,8
سنحضر,8
اخرج,8
فعلته,8
أنتظر,8
غطاء,8
صوتا,8
إحدى,8
إعجاب,8
معذرة,8
كيلومتر,8
شعارا,8
استيقظت,8
وأرى,8
الأرضية,8
لوحدها,8
مضى,7
أدناه,7
نظارات,7
عني؟,7
إنك,7
بأن,7
أماكن,7
سأدخل,7
وسأقوم,7
مررت,7
إليهم,7
يسمى,7
سأطلب,7
لديها,7
وضعتها,7
مقابل,7
سأفعله,7
ويسارا,7
فهو,7
خائفا,7
المفترض,7
سأعرض,7
مخطئا,7
وأخبره,7
يشعر,7
كاملا,7
أراد,7
وجدوا,7
مالا,7
ليقوم,7
أصل,7
عملت,7
بيعه,7
وأعود,7
أمامنا,7
قائلا,7
أقابلك,7
سيفعل,7
أدرس,7
حالكم؟,7
إيميل,7
سأعلمكم,7
وتسعون,7
أتوقف,7
هكذا؟,7
أتيت,7
وبدأت,7
عصرا,7
كن,7
وتريد,7
جادا,7
صديقك,7
الأسلوب,7
معي؟,7
أناس,7
متأكد؟,7
تبدو,7
يزعجني,7
سينصدم,7
الألوان,7
تظنون,7
طيبون,7
جيد؟,7
أسفل,7
أركب,7
نتوقف,7
سألني,7
وثلاثون,7
سترون,7
لديكم,7
وجدنا,7
لأخذ,7
بالماء,7
بالضبط؟,7
تجعلني,7
بصدق,7
أعوذ,7
بدلا,7
لي؟,7
وأضع,7
سأحاول,7
وضعته,7
لنجرب,7
وداعا,7
أعطيك,7
الزجاج,7
وأخرج,7
السابقة,7
خلفي,7
الزجاجة,7
الأساس,7
أمشي,7
إطارات,7
اتضح,7
ثلاثمائة,7
أبشري,7
أتابع,7
أخذنا,7
أساسا,7
يرون,7
أمزح,6
نريدها,6
كأنني,6
يتطلب,6
مثلما,6
مذهل,6
وكذلك,6
السائق,6
أمامكم,6
اتركها,6
أنوي,6
إضافية,6
الجيدة,6
سيذهب,6
يضع,6
سأحصل,6
هاتفي,6
سأفعل,6
هاكر,6
أوقف,6
أراكم,6
ينبغي,6
الأقل,6
سنجلب,6
إجازة,6
أخبرني,6
طبيعيا,6
تحدثت,6
اهدأ,6
تقول؟,6
إخواني,6
أخبرتك,6
ستجد,6
وجها,6
مخطئ,6
فهي,6
صباحا,6
أرسلته,6
سأرسله,6
ريالات؟,6
عملنا,6
سأفعل؟,6
يتمكن,6
لأول,6
لأحد,6
الخروج,6
التقط,6
المشكلة؟,6
إطار,6
ألم,6
يستغرق,6
أراها,6
خرجنا,6
تمكنا,6
هذان,6
أعتذر,6
التالي,6
أصدقائه,6
فعلت؟,6
اليوم؟,6
مسألة,6
نجد,6
ليسوا,6
سيأخذ,6
وخمسمئة,6
بجد,6
ستفعل,6
قويا,6
أنهيت,6
جاد؟,6
بإزالة,6
باستمرار,6
أقوله,6
خاطئ,6
أسرق,6
أفكار,6
الأحيان,6
خلفه,6
تلو,6
أعطاه,6
موجود؟,6
الأستاذ؟,6
الأوائل,6
أطلب,6
أزرق,6
للأطفال,6
العاشرة,6
ترون؟,6
المضخة,6
نتحقق,6
سيعمل,6
سنفعله,6
يروا,6
بالبنزين,6
أزعجني,6
أكلم,6
شاهد,6
ذاهب,6
أبوه,6
دفعني,6
أربعمائة,6
ضربك,6
ستصل,6
الأعمال,6
وسأتصل,6
سؤالا,6
أصدقائك,6
فيها؟,6
أمانة,6
الإيصال,6
أحبك,6
أرسلها,6
عمرك؟,6
أمازون,6
أكذب,6
اثنتين,6
تجد,6
سنعود,6
أكلمك,6
أجعله,6
الأخبار,6
استطعت,6
أرسله,6
رؤية,6
لأبعد,6
وثمانون,6
وستون,6
جديدا,6
يضعون,6
أشغل,6
أنتظرك,6
واتصلت,6
وهكذا,6
العمل؟,6
طلاء,6
أخرجنا,6
فارغ,6
نأخذها,6
متوقفة,6
إمبالا,6
ذاهبون,6
نافذة,6
مكانك؟,5
أقول؟,5
الوقت؟,5
المعتاد,5
تجعل,5
ويمكنك,5
للإيجار,5
للمرة,5
يعرض,5
استخدامها,5
سنفعل؟,5
يسارا,5
للأسف,5
تجهيز,5
اختراقه,5
إطلاقا,5
إنشاء,5
معينا,5
أدركت,5
الطيبة,5
غريبا,5
بأسرع,5
سيقوم,5
تصلني,5
الأسماء,5
إغلاق,5
نظرت,5
كأن,5
أجهزة,5
بداخلها,5
المحمول,5
ولدينا,5
للبنزين,5
اليمين,5
تريدونني,5
باردا,5
وأخوه,5
وجلس,5
يتبقى,5
قضيت,5
أقابل,5
إخراج,5
سعد؟,5
جلبت,5
أستغفر,5
لندخل,5
لأخي,5
أقولها,5
آلاف؟,5
أظن,5
أولادي,5
ذهبوا,5
الموضوع؟,5
حصل؟,5
للدخول,5
أخذوا,5
هاتين,5
أخوه,5
القبض,5
وأجلس,5
أحتاجك,5
مثالا,5
نضعها,5
للخلف,5
لنحضر,5
ونضعه,5
نزيل,5
حلا,5
بخمسمئة,5
أرسلتها,5
أملك,5
آلة,5
أغراضنا,5
بأربعة,5
أحتاجه,5
أعرفها,5
أتركه,5
الأم,5
سأدفع,5
يهتم,5
يقول؟,5
عملي,5
وربما,5
عائلتك,5
ستصبح,5
زلت,5
النزول,5
يتوقف,5
تملك,5
جاءك,5
أصبت,5
إليه؟,5
قال؟,5
ولديه,5
الجلوس,5
تقف,5
إضافة,5
أكاديمية,5
بالدوار,5
يأتون,5
ترى؟,5
أستمر,5
والتي,5
سأبدأ,5
وخرجت,5
أخطأت,5
ليلا,5
أر,5
بالاتصال,5
يؤثر,5
سأشتري,5
مقابلتك,5
ويريد,5
يريدك,5
صديقنا,5
راض,5
يغلق,5
سأعيد,5
عادية,5
الألف,5
ستذهب,5
سيدفع,5
أخذها,5
دعوه,5
بارك,5
كهذه,5
والنصف,5
تهتموا,5
معلم,5
المعلم,5
مشغولا,5
ووجدت,5
أزل,5
سأتركه,5
نتحدث,5
أخوكم,5
إرسال,5
كفى,5
نجعلها,5
أصحاب,5
فوضى,5
مجددا,5
مذهلة,5
مني؟,5
المال؟,5
الأحداث,5
رأيكم؟,5
سأتعامل,5
راشد؟,5
الفائدة,5
ألتقي,5
التعامل,5
تريدها؟,5
سيعطيك,5
أضحك,5
أحصل,5
يصلك,5
أعرض,5
بخير؟,5
سأريك,5
أيضا؟,5
نائمون,5
سيظهر,5
يخبرني,5
ينظرون,5
موجودون,5
واقفا,5
يفعلون,5
تأخذه,5
حقيبتي,5
اهرب,5
غاضب,5
سعره؟,5
الشاي,5
ألعاب,5
مضخة,5
أف,5
الله؟,5
اليسار,5
جعلني,5
الأمامي,5
دراجة,5
أصورك,5
الأذان,5
وأربع,5
بتنظيف,5
معطل,5
بإصلاحه,5
سننظف,5
صاحبه,5
الإشعال,5
شيخ؟,5
لنتفاهم,5
ريالا؟,5
حظرني,5
تحديا,5
تجعلها,5
خادم,5
فيقول,4
أعطاني,4
سأجعل,4
سأنهي,4
تكلفة,4
للذين,4
أضمن,4
نبقى,4
اللغة,4
الأمريكية,4
الأجانب,4
بها؟,4
حسابا,4
الجماعة,4
ويمكننا,4
رائعا,4
نصنع,4
مكانا,4
الرياض؟,4
يجعل,4
أخرجها,4
ويرون,4
أعلى,4
مبكرا,4
إنهاء,4
إعلانات,4
أذكره,4
بالمال,4
اليوتيوبرز,4
تسمى,4
الإيميل,4
طلبا,4
الأصلية,4
ستظهر,4
بتحويل,4
للتواصل,4
العديد,4
وترى,4
بيتكم؟,4
وكأن,4
أفعلها,4
الحاسوب,4
لثوان,4
نقترب,4
نفعل؟,4
سندخل,4
وهؤلاء,4
بوضع,4
أموالك,4
وجئت,4
جلسنا,4
بدأوا,4
يعملون,4
متحمسا,4
يخرجون,4
يذهبون,4
ثمانمئة,4
أخو,4
أخاه,4
وأخاف,4
تشغيلها,4
أمرك,4
الشخص؟,4
وأخي,4
أعاني,4
منها؟,4
مزادا,4
سيحصل,4
للعب,4
أعطيته,4
أراك,4
أبناء,4
أولا؟,4
ستنتهي,4
أتلقى,4
بالدخول,4
الأصلي,4
بالأمر,4
تغييره,4
الناس؟,4
الموجودون,4
المساعدة,4
سنغير,4
وستكون,4
الحال؟,4
ستعمل,4
والعمل,4
أمامه,4
أشاهد,4
هاتفك,4
تحد,4
المهمة؟,4
بالحبل,4
ضعها,4
ولكننا,4
الأربع,4
جماعة؟,4
نحضرها,4
حرفيا؟,4
أفعله,4
بداخل,4
رأسه,4
موعدا,4
الآخرين,4
أتعلم,4
الجهاز؟,4
ساعدوني,4
يقل,4
المحددة,4
دعهم,4
تحضر,4
بال,4
نحو,4
ابنه,4
يقع,4
ويغلق,4
أقصى,4
وسأقول,4
سقطت,4
ستدفع,4
الأسئلة,4
يستمر,4
بالأمس,4
اترك,4
وسنعود,4
جهد,4
أصمم,4
وواصل,4
بخلاف,4
ذهبنا,4
الطبيب,4
للأشياء,4
أضف,4
ضربة,4
وأريدك,4
وسيكون,4
أخذني,4
أتابعه,4
أموالي,4
للشباب,4
وتحدث,4
أسأل,4
بجانب,4
وعدت,4
التاسعة,4
أحولها,4
شديدا,4
وذلك,4
صريحا,4
للسيارة؟,4
سأظهر,4
أراقب,4
أريدكم,4
أتحداك,4
عليه؟,4
أقدر,4
فتاة,4
يريدني,4
بذلك؟,4
يأخذون,4
الواقع,4
وأنه,4
يدعى,4
قرأت,4
أمه,4
سأخذ,4
أخبرتكم,4
يريدها,4
محترما,4
أسبق,4
أصدق,4
معك؟,4
الإنسان,4
فقط؟,4
وشاهدوا,4
وانظر,4
يجعلك,4
وسنقوم,4
الأسلاك,4
متجرا,4
بي؟,4
متعبا,4
أخرى؟,4
سيعود,4
أرادوا,4
فإن,4
الحادية,4
ببطء,4
ونذهب,4
واسع,4
الاثنتين,4
بالفوضى,4
بإصلاح,4
تأكل,4
سيتصل,4
الأوراق,4
الأحاديث,4
الأدب,4
ابنك,4
والربع,4
أقود,4
الخمسمائة,4
سنستخدم,4
إدخال,4
قط,4
الضروري,4
فأنت,4
ستأخذ,4
خياران,4
وسأرسل,4
أسمعك,4
استيقظ,4
وأجعله,4
معطلة,4
أعطيتني,4
لأعطيك,4
الأمانة,4
عليك؟,4
آتي,4
قائمة,4
اشتروا,4
أسأله,4
سأجلب,4
أحضرتها,4
تأخذها,4
أجمع,4
سيشتري,4
اشتراها,4
يأخذونه,4
وتأخذ,4
أمسك,4
وأعطني,4
ورأيت,4
سأراكم,4
بأسعار,4
إماراتي,4
بالصدمة,4
لكنها,4
رغبة,4
لنأخذ,4
مؤكد,4
أخذته,4
ووالدي,4
سأجعله,4
أغلقت,4
ذاهبا,4
ولد؟,4
يليه,4
ونتحدث,4
آخذه,4
وأقوم,4
وشاهد,4
جلب,4
بتحضير,4
يراني,4
وأذهب,4
أرتدي,4
لأجل,4
رآني,4
وأشياء,4
يتبق,4
أضربك,4
ضباب,4
الكيس,4
أصرخ,4
للخارج,4
اطمئن,4
تسعمائة,4
أستيقظ,4
سأكتبها,4
هاتان,4
وظهر,4
دبوس,4
متابعة,4
أشتريه,4
نشاهد,4
سيثبت,4
يحضر,4
سأدع,4
مصر,4
بالإنجليزية,4
ووضعناه,4
وآتي,4
أجني,4
ونحضر,4
بيعها,4
وتحتاج,4
يقودها,4
تسعمئة,4
يقصر,4
وانتهى,4
مستيقظ,4
جيدة؟,4
بالقرب,4
صوت؟,4
يبقى,4
أطفئ,4
آمل,4
وأستطيع,4
أنزله,4
المرآة,4
وأشعر,4
تركيبها,4
اللمسات,4
الخلطة,4
سينزل,4
سقط,4
سأرفعه,4
إشعار,4
وأرسله,4
سنعرضه,4
الإعجابات,4
متعتي,4
تعيش؟,3
سأصنع,3
أجربها,3
تجربتها,3
أربعة؟,3
ألتقط,3
نترك,3
استئجارها,3
الإعلانات,3
خاصا,3
إيجار,3
وليست,3
ستعرفون,3
أوضح,3
سيأتون,3
لأربع,3
نتقابل؟,3
سأتحقق,3
وتصبح,3
مليئة,3
كهربائية,3
رفاق؟,3
وأنتم,3
مؤخرا,3
الإجراءات,3
واضح؟,3
الرقم؟,3
أبعد,3
إكس,3
لنفترض,3
وأهلا,3
أسئلة,3
الأساسية,3
أمور,3
أستخدمها,3
رابطا,3
بشبكة,3
وأعرف,3
سأقدم,3
راضيا,3
علي؟,3
مخترقا,3
استعادة,3
بإعلان,3
النقود,3
وانتظرت,3
مائة,3
وأربعون,3
الهاكر,3
أربعون,3
تفهم؟,3
بمجرد,3
أستبعد,3
مسبقا,3
ويجلس,3
انته,3
أحسنت,3
أخبرونا,3
إصلاح,3
مدى,3
الانزعاج,3
لأبو,3
سيأخذون,3
الأنسب,3
وبقي,3
أخبر,3
سيحدث؟,3
جالسون,3
حوله,3
للدراسة,3
يأكل,3
حذرا,3
الصعب,3
فقالوا,3
سيستغرق,3
تمكن,3
سأسجل,3
أهديه,3
الأرباح,3
يأخذها,3
كهدية,3
أقابله,3
التركيز,3
بعرض,3
أضعت,3
شأنك,3
بالخوف,3
صادق؟,3
وأرسل,3
الجمع,3
أطفالي,3
أتأخر,3
أزال,3
داخلي,3
راع,3
وأخذ,3
أنشر,3
أجنبيا,3
أمامهم,3
لليمين,3
أكيد,3
أعطوني,3
أسبوع,3
أكمل,3
الآلي,3
تتم,3
موقعا,3
عطلة,3
سيخرج,3
بجانبه,3
ورؤية,3
أخيك,3
وجوههم,3
بأحد,3
كي,3
سأقوله,3
الطريقة؟,3
الأمان,3
بتوصيل,3
سنأتي,3
سنخرجها,3
بالحفر,3
سنأخذه,3
توضع,3
ضبطه,3
جيدا؟,3
جمعه,3
أبيعه,3
ستعطيني,3
واحد؟,3
نشرت,3
الزبائن,3
مضت,3
لضمان,3
تعليقا,3
الخيرون,3
بنقل,3
آخر؟,3
دولار؟,3
سعيدا,3
وأصبح,3
مساعدتي,3
نلتقي,3
تجاوزت,3
مختلفا,3
ترونها,3
الإسعاف,3
وجلب,3
ليأخذ,3
ويتحدث,3
إننا,3
منهما,3
طيبا,3
الفوضى,3
أمسكوا,3
لأدفع,3
وثلاثمئة,3
بالحرج,3
فهمتم,3
أخبرته,3
قبل؟,3
أجربه,3
السعر؟,3
سنكتب,3
ومئتان,3
بواسطة,3
أتحرك,3
تتوقف,3
يعرفونني,3
وأجيب,3
إيقاف,3
تحمله,3
لاعبا,3
ذكرت,3
أضربها,3
لأقول,3
ومعه,3
كالتالي,3
شهرا,3
بالضيق,3
أرفع,3
وسط,3
يصرخ,3
الأول؟,3
أضيف,3
الأكاديمية,3
يجوز,3
ظهرا,3
أصعب,3
السبب؟,3
أبدو,3
وعند,3
وأصدقائي,3
الأربعين,3
غد,3
سترى,3
بحالة,3
بالتحدث,3
أتأكد,3
أرد,3
ترغبون,3
فعلوه,3
إيطاليا,3
لأحمد,3
ويأخذون,3
حان,3
اسمي؟,3
أعطونا,3
غريبون,3
يمتلك,3
حقا؟,3
لأعلى,3
يصنع,3
وبما,3
أقبل,3
بالكذب؟,3
خطب,3
ببعض,3
الخطة؟,3
تتطلب,3
أهلي,3
الجديد؟,3
بإعداد,3
يجري؟,3
سيصاب,3
رددت,3
لأهل,3
لأخبره,3
المتوفرة,3
القاعدة,3
فارغا,3
أضفت,3
الأصفر,3
ستنجح,3
أزمة,3
الإشارة,3
لنركب,3
الآن؛,3
الإلكترونية,3
أخطاء,3
الثالث؟,3
ووضع,3
بداخله,3
بأسلوب,3
أنتم؟,3
كأنها,3
ذو,3
وشيء,3
وأثناء,3
كهربائيا,3
أسلاك,3
ترونها؟,3
سأجلس,3
تقترب,3
وكأنه,3
سنفتح,3
لنا؟,3
يرغبون,3
وحدي,3
الأكبر,3
وبعض,3
والأستاذ,3
وينظر,3
زين؟,3
تفهمون؟,3
حبيبي؟,3
طالبا,3
أولاد؟,3
الطابق,3
سيجلب,3
واذهب,3
يأتوا,3
تسير,3
بفعل,3
بتلك,3
وأربعمئة,3
تخبر,3
فكها,3
ويجعلني,3
فرقا,3
يجف,3
آخذكم,3
بالأشياء,3
نجري,3
وإنجازاتهم,3
واضحا,3
أخذه,3
بأنك,3
أرسلناه,3
مشهورا,3
أعطيتك,3
أتنازل,3
للمنزل,3
وأبو,3
وأم,3
سنكون,3
لحادث,3
جلسوا,3
أتحمل,3
أوف,3
بالخجل,3
ولمن,3
خطرت,3
وسنلتقي,3
استغرق,3
بضع,3
أحرق,3
سجله,3
سنتركها,3
بجانبك,3
سأشتريه,3
حرب,3
تدعه,3
وأعتقد,3
سعرها؟,3
والأطفال,3
سنكمل,3
وأرسلها,3
بالمناسبة,3
تصنع,3
تعيد,3
متى؟,3
ألف؟,3
أستخدم,3
تفعلها,3
ألفا؟,3
الموقع؟,3
أغراضي,3
الخرج؟,3
أتي,3
أبوك,3
لشراء,3
أدوبي,3
شأن,3
استحم,3
تبيعها؟,3
بخمسمائة,3
بعشرة؟,3
للوصول,3
جني,3
اثنتا,3
الفكرة؟,3
المسألة,3
لكنهم,3
بنشر,3
تتخيلون؟,3
نريده,3
أبوظبي,3
إلكترونية,3
سيتفاجأ,3
سائق,3
يخطر,3
سيتحدث,3
أثر,3
يكونوا,3
تأخرت؟,3
توثيق,3
وأصور,3
رأيتني,3
ذهني,3
أأخذ,3
أمرني,3
ولكنهم,3
فضلكم,3
سننتظر,3
سيقدم,3
قادما,3
أريك,3
حالما,3
الفتاة؟,3
وجلست,3
أختك,3
المرأة,3
مندهش,3
ستجدون,3
أمورها,3
سأمر,3
المكان؟,3
أمك,3
ويخرج,3
ستبدأ,3
تريدونه,3
تمزح؟,3
مرتاحا,3
سأنتظر,3
لنر,3
تسكن؟,3
يسير,3
يخيفني,3
قبضت,3
نعد,3
سيتابعون,3
تستطيعون,3
يدي؟,3
واثنان,3
ويوجد,3
ستحصل,3
أعدكم,3
واحتفظ,3
إزعاج,3
بعت,3
الانتهاء,3
أعطيكم,3
لنقل,3
محمد؟,3
آسفون,3
ركضت,3
الصياح,3
للخروج,3
جاءنا,3
للحظة,3
حيرة,3
ويضربونه,3
خرجوا,3
وسأنزل,3
أنادي,3
مغرمون,3
ارحم,3
أصبحوا,3
يدا,3
وكأنني,3
اذهبوا,3
الجنود,3
وضربني,3
أخرجه,3
يريدونه,3
وأسجل,3
يراه,3
السن,3
